"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ANAT","American National Insurance Company","122.1","$3.29B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","10.85","$587.31M","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","43","$704.83M","2007","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","37.46","$714.88M","2006","Capital Goods","Railroads","https://www.nasdaq.com/symbol/arii",
"ARL","American Realty Investors, Inc.","19.9048","$318.42M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/arl",
"ARA","American Renal Associates Holdings, Inc","17.11","$555.71M","2016","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ara",
"AMRB","American River Bankshares","15.57","$91.61M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amrb",
"AMS","American Shared Hospital Services","2.45","$13.99M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ams",
"AMSWA","American Software, Inc.","13.09","$398.02M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/amswa",
"AWR","American States Water Company","54.08","$1.99B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/awr",
"AMSC","American Superconductor Corporation","6.08","$127.3M","1991","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/amsc",
"AMT","American Tower Corporation (REIT)","138.52","$61.17B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/amt",
"AVD","American Vanguard Corporation","22.75","$679.06M","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","82.62","$14.71B","2008","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/awk",
"AMWD","American Woodmark Corporation","96","$1.68B","1986","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","50.8","$351.46M","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/crmt",
"USAS","Americas Silver Corporation","3.68","$154.31M","2017","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/usas",
"COLD","Americold Realty Trust","19.36","$2.76B","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cold",
"APU","AmeriGas Partners, L.P.","42.27","$3.93B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/apu",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","143.59","$20.98B","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/amp",
"ABCB","Ameris Bancorp","52.5","$2.01B","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","55.3","$1.06B","2005","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.1","$74.06M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","27.97","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrvp",
"ABC","AmerisourceBergen Corporation (Holding Co)","88.77","$19.5B","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/abc",
"ATLO","Ames National Corporation","28.2","$262.57M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","171.38","$114.53B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","14.39","$2.69B","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fold",
"ANFI","Amira Nature Foods Ltd","4","$133.07M","2012","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/anfi",
"AMKR","Amkor Technology, Inc.","10.24","$2.45B","1998","Technology","Semiconductors","https://www.nasdaq.com/symbol/amkr",
"AMN","AMN Healthcare Services Inc","65.8","$3.15B","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/amn",
"AP","Ampco-Pittsburgh Corporation","10.7","$132.28M","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/ap",
"AMPH","Amphastar Pharmaceuticals, Inc.","19.18","$889M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amph",
"APH","Amphenol Corporation","86.47","$26.42B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/aph",
"AMPE","Ampio Pharmaceuticals, Inc.","2.87","$243.52M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ampe",
"IBUY","Amplify Online Retail ETF","45.28","$278.47M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibuy",
"APHB","AmpliPhi Biosciences Corporation","1.15","$18.93M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/aphb",
"AXR","AMREP Corporation","7.35","$59.53M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/axr",
"ASYS","Amtech Systems, Inc.","7.64","$113.81M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asys",
"AME","AMTEK, Inc.","75.6","$17.5B","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/ame",
"AFSI","AmTrust Financial Services, Inc.","12.59","$2.47B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afsi",
"AFSI^A","AmTrust Financial Services, Inc.","19.0322","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afsi^a",
"AFSI^B","AmTrust Financial Services, Inc.","19.038","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afsi^b",
"AFSI^C","AmTrust Financial Services, Inc.","19.78","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afsi^c",
"AFSI^D","AmTrust Financial Services, Inc.","20.24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afsi^d",
"AFSI^E","AmTrust Financial Services, Inc.","22.08","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afsi^e",
"AFSI^F","AmTrust Financial Services, Inc.","19.13","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afsi^f",
"AFSS","AmTrust Financial Services, Inc.","23.29","n/a","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afss",
"AFST","AmTrust Financial Services, Inc.","23.75","n/a","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afst",
"AMRS","Amyris, Inc.","6.45","$296.98M","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amrs",
"AEUA","Anadarko Petroleum Corporation","30.74","n/a","2015","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/aeua",
"APC","Anadarko Petroleum Corporation","63.46","$32.7B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/apc",
"ADI","Analog Devices, Inc.","93.14","$34.44B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","83.2","$1.04B","1972","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/alog",
"ANAB","AnaptysBio, Inc.","87.49","$2.08B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anab",
"AVXL","Anavex Life Sciences Corp.","2.23","$99.4M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/avxl",
"ANCB","Anchor Bancorp","24.5","$60.86M","2011","Finance","Banks","https://www.nasdaq.com/symbol/ancb",
"ANDV","Andeavor","113.84","$17.42B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/andv",
"ANDX","Andeavor Logistics LP","47.99","$10.42B","2011","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/andx",
"ANGI","ANGI Homeservices Inc.","13.44","$6.43B","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","20.34","$748.6M","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ango",
"AU","AngloGold Ashanti Limited","9.17","$3.76B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/au",
"BUD","Anheuser-Busch Inbev SA","104.32","$176.64B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/bud",
"ANIP","ANI Pharmaceuticals, Inc.","60.21","$706.78M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","46.62","$685.03M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/anik",
"AXE","Anixter International Inc.","77.85","$2.59B","n/a","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/axe",
"NLY","Annaly Capital Management Inc","10.3","$11.94B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nly",
"NLY^C","Annaly Capital Management Inc","25.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nly^c",
"NLY^D","Annaly Capital Management Inc","25.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nly^d",
"NLY^F","Annaly Capital Management Inc","25.31","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nly^f",
"NLY^G","Annaly Capital Management Inc","24.34","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nly^g",
"ANSS","ANSYS, Inc.","159.99","$13.45B","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.35","$368.45M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrs",
"AMGP","Antero Midstream GP LP","16.57","$3.09B","2017","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/amgp",
"AM","Antero Midstream Partners LP","26.77","$5B","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/am",
"AR","Antero Resources Corporation","20.62","$6.53B","2013","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ar",
"ANTM","Anthem, Inc.","225.27","$57.64B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/antm",
"ANTX","Anthem, Inc.","54.34","$14.4B","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/antx",
"ANTH","Anthera Pharmaceuticals, Inc.","0.344","$8.05M","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anth",
"ANH","Anworth Mortgage Asset  Corporation","4.74","$465.52M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/anh",
"ANH^A","Anworth Mortgage Asset  Corporation","26.0048","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","25.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/anh^b",
"ANH^C","Anworth Mortgage Asset  Corporation","25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/anh^c",
"AON","Aon plc","143.78","$35.4B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/aon",
"APA","Apache Corporation","40.79","$15.59B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/apa",
"AIV","Apartment Investment and Management Company","40.81","$6.42B","1994","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aiv",
"AIV^A","Apartment Investment and Management Company","25.98","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aiv^a",
"APLS","Apellis Pharmaceuticals, Inc.","30","$1.51B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apls",
"APOG","Apogee Enterprises, Inc.","41.37","$1.18B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/apog",
"ARI","Apollo Commercial Real Estate Finance","17.88","$1.92B","2009","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ari",
"ARI^C","Apollo Commercial Real Estate Finance","25.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ari^c",
"APEN","Apollo Endosurgery, Inc.","5.87","$101.76M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apen",
"APO","Apollo Global Management, LLC","29.3","$11.99B","2011","Finance","Investment Managers","https://www.nasdaq.com/symbol/apo",
"APO^A","Apollo Global Management, LLC","24.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/apo^a",
"APO^B","Apollo Global Management, LLC","24.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/apo^b",
"AINV","Apollo Investment Corporation","5.47","$1.18B","2004","n/a","n/a","https://www.nasdaq.com/symbol/ainv",
"AIY","Apollo Investment Corporation","25.22","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/aiy",
"AMEH","Apollo Medical Holdings, Inc.","13.52","$441.11M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ameh",
"AFT","Apollo Senior Floating Rate Fund Inc.","16.95","$263.96M","2011","n/a","n/a","https://www.nasdaq.com/symbol/aft",
"AIF","Apollo Tactical Income Fund Inc.","15.81","$228.68M","2013","n/a","n/a","https://www.nasdaq.com/symbol/aif",
"APPF","AppFolio, Inc.","44.6","$1.52B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","26.26","$1.6B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appn",
"APLE","Apple Hospitality REIT, Inc.","17.74","$4.09B","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aple",
"AAPL","Apple Inc.","175.82","$892.11B","1980","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","0.8799","$6.05M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","1.43","$43.06M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","0.35","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","4.9","$88.71M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agtc",
"AIT","Applied Industrial Technologies, Inc.","73.25","$2.83B","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/ait",
"AMAT","Applied Materials, Inc.","56.87","$59.75B","1972","Technology","Semiconductors","https://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","29.97","$584.44M","2013","Technology","Semiconductors","https://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","2.68","$252.81M","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/arex",
"APTI","Apptio, Inc.","29.96","$1.28B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/apti",
"APRI","Apricus Biosciences, Inc.","0.2714","$6.36M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apri",
"ATR","AptarGroup, Inc.","94.31","$5.88B","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/atr",
"APVO","Aptevo Therapeutics Inc.","4.46","$94.16M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apvo",
"APTV","Aptiv PLC","86.92","$23.09B","2011","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/aptv",
"APTO","Aptose Biosciences, Inc.","3.56","$104.32M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/apto",
"WTR","Aqua America, Inc.","33.94","$6.04B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/wtr",
"AQMS","Aqua Metals, Inc.","2.26","$64.85M","2015","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","3.22","$40.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aqb",
"AQ","Aquantia Corp.","15.59","$522.63M","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/aq",
"WAAS","AquaVenture Holdings Limited","13.81","$365.99M","2016","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/waas",
"AQXP","Aquinox Pharmaceuticals, Inc.","13.14","$308.67M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqxp",
"ARDM","Aradigm Corporation","1.58","$23.97M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ardm",
"ARLZ","Aralez Pharmaceuticals Inc.","1.48","$99.12M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arlz",
"ARMK","Aramark","37.78","$9.29B","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/armk",
"PETX","Aratana Therapeutics, Inc.","5.14","$235.69M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/petx",
"ABR","Arbor Realty Trust","8.65","$540.36M","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/abr",
"ABR^A","Arbor Realty Trust","25.47","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abr^a",
"ABR^B","Arbor Realty Trust","25.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abr^b",
"ABR^C","Arbor Realty Trust","25.8775","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abr^c",
"ABRN.CL","Arbor Realty Trust","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abrn.cl",
"ABUS","Arbutus Biopharma Corporation","5.25","$289.12M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abus",
"ARC","ARC Document Solutions, Inc.","2.21","$99.98M","2004","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/arc",
"ARCW","ARC Group Worldwide, Inc.","2.25","$52.44M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","0.535","$7.44M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","26.22","$63.89M","2015","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","34.5","$884.63M","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/arcb",
"MT","ArcelorMittal","32.88","$33.3B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mt",
"ACGL","Arch Capital Group Ltd.","82.14","$11.23B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","24.36","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","23.84","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglp",
"ARCH","Arch Coal, Inc.","95.88","$2B","2016","Energy","Coal Mining","https://www.nasdaq.com/symbol/arch",
"ADM","Archer-Daniels-Midland Company","45.47","$25.41B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/adm",
"APLP","Archrock Partners, L.P.","14.12","$1.01B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/aplp",
"AROC","Archrock, Inc.","10.15","$727.89M","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/aroc",
"FUV","Arcimoto, Inc.","2.901","$46.18M","2017","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/fuv",
"ARNC^","Arconic Inc.","89.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arnc^",
"ARNC","Arconic Inc.","23.56","$11.37B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arnc",
"ARCO","Arcos Dorados Holdings Inc.","9.25","$1.95B","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arco",
"ARCT","Arcturus Therapeutics Ltd.","5.29","$55.91M","2013","n/a","n/a","https://www.nasdaq.com/symbol/arct",
"RCUS","Arcus Biosciences, Inc.","16.71","$711.02M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rcus",
"ARD","Ardagh Group S.A.","19","$4.49B","2017","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/ard",
"ARDX","Ardelyx, Inc.","5.1","$242.78M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ardx",
"ASC","Ardmore Shipping Corporation","8","$259.56M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/asc",
"ARNA","Arena Pharmaceuticals, Inc.","34.3","$1.69B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arna",
"AFC","Ares Capital Corporation","25.54","$204.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afc",
"ARCC","Ares Capital Corporation","15.975","$6.81B","2004","n/a","n/a","https://www.nasdaq.com/symbol/arcc",
"ACRE","Ares Commercial Real Estate Corporation","12.36","$353.48M","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","16.33","$374.98M","2012","n/a","n/a","https://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management L.P.","21.7","$4.62B","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/ares",
"ARES^A","Ares Management L.P.","26.33","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ares^a",
"AGX","Argan, Inc.","37.8","$588.46M","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/agx",
"ARGX","argenx SE","85.05","$2.76B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/argx",
"AGII","Argo Group International Holdings, Ltd.","58.05","$1.7B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.35","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","1.14","$9.02M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/args",
"ANET","Arista Networks, Inc.","239.44","$17.69B","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/anet",
"ARKR","Ark Restaurants Corp.","24.15","$83M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arkr",
"AI","Arlington Asset Investment Corp","11.18","$314.61M","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/ai",
"AI^B","Arlington Asset Investment Corp","24.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ai^b",
"AIC","Arlington Asset Investment Corp","24.2","n/a","2015","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.61","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/aiw",
"AHH","Armada Hoffler Properties, Inc.","13.67","$616.52M","2013","Finance","Real Estate","https://www.nasdaq.com/symbol/ahh",
"ARMO","ARMO BioSciences, Inc.","29.16","$886.61M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/armo",
"ARR","ARMOUR Residential REIT, Inc.","23.12","$968.69M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/arr",
"ARR^A","ARMOUR Residential REIT, Inc.","25.2801","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr^a",
"ARR^B","ARMOUR Residential REIT, Inc.","24.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr^b",
"AFI","Armstrong Flooring, Inc.","13.84","$356.4M","2016","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","57.1","$3.03B","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/awi",
"ARTX","Arotech Corporation","3.3","$87.29M","1994","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","2.7","$235.2M","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","15.02","$3.12B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","27.29","$5.06B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/arrs",
"DWCR","Arrow DWA Country Rotation ETF","30.421","$15.21M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwcr",
"DWAT","Arrow DWA Tactical ETF","11.7093","$8.2M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwat",
"ARW","Arrow Electronics, Inc.","77.03","$6.75B","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/arw",
"AROW","Arrow Financial Corporation","34.6","$482.54M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","6.84","$593.63M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arwr",
"ASNS","Arsanis, Inc.","15.27","$218.28M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/asns",
"ARTNA","Artesian Resources Corporation","37","$341.24M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/artna",
"AJG","Arthur J. Gallagher & Co.","69.28","$12.61B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","32.85","$2.53B","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/apam",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.614","$10.98M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artw",
"ASA","ASA Gold and Precious Metals Limited","10.85","$209.3M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asa",
"AKG","Asanko Gold Inc.","1.01","$228.06M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/akg",
"ABG","Asbury Automotive Group Inc","68.1","$1.42B","2002","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/abg",
"ASNA","Ascena Retail Group, Inc.","2.24","$439.48M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","62.51","$2.6B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","4.09","$50.7M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ascma",
"ASGN","ASGN Incorporated","84.52","$4.41B","1992","Technology","Professional Services","https://www.nasdaq.com/symbol/asgn",
"AHP","Ashford Hospitality Prime, Inc.","10.49","$336.94M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ahp",
"AHP^B","Ashford Hospitality Prime, Inc.","19.2173","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ahp^b",
