Company Name,Stock Volatility today as a percent of company average stock today,StockURL
"Cyclacel Pharmaceuticals, Inc.",7.942238267148005,https://www.nasdaq.com/symbol/cycc
InVivo Therapeutics Holdings Corp.,7.937743190661475,https://www.nasdaq.com/symbol/nviv
Astrotech Corporation,7.909604519774019,https://www.nasdaq.com/symbol/astc
"ADOMANI, Inc.",7.89473684210527,https://www.nasdaq.com/symbol/adom
SemiLEDS Corporation,7.894443688034551,https://www.nasdaq.com/symbol/leds
"Citius Pharmaceuticals, Inc.",7.8912347588389835,https://www.nasdaq.com/symbol/ctxr
"Synlogic, Inc.",7.889125799573564,https://www.nasdaq.com/symbol/sybx
"Famous Dave&#39;s of America, Inc.",7.885304659498206,https://www.nasdaq.com/symbol/dave
ArcBest Corporation,7.849293563579278,https://www.nasdaq.com/symbol/arcb
"Loop Industries, Inc.",7.837956847203882,https://www.nasdaq.com/symbol/loop
"Pieris Pharmaceuticals, Inc.",7.831225685166982,https://www.nasdaq.com/symbol/pirs
Osprey Energy Acquisition Corp.,7.829181494661913,https://www.nasdaq.com/symbol/osprw
"Biomerica, Inc.",7.823960880195595,https://www.nasdaq.com/symbol/bmra
"Lilis Energy, Inc.",7.816968541468067,https://www.nasdaq.com/symbol/llex
vTv Therapeutics Inc.,7.792207792207788,https://www.nasdaq.com/symbol/vtvt
Approach Resources Inc.,7.792207792207787,https://www.nasdaq.com/symbol/arex
"M I Acquisitions, Inc.",7.78032036613272,https://www.nasdaq.com/symbol/macqw
"SELLAS Life Sciences Group, Inc. ",7.7634011090573,https://www.nasdaq.com/symbol/sls
"Onconova Therapeutics, Inc.",7.740324594257173,https://www.nasdaq.com/symbol/ontx
WSI Industries Inc.,7.730426164519337,https://www.nasdaq.com/symbol/wsci
"Recro Pharma, Inc.",7.728557964184734,https://www.nasdaq.com/symbol/reph
"Calumet Specialty Products Partners, L.P.",7.715133531157274,https://www.nasdaq.com/symbol/clmt
Cytori Therapeutics Inc,7.706422018348623,https://www.nasdaq.com/symbol/cytx
Applied DNA Sciences Inc,7.692307692307699,https://www.nasdaq.com/symbol/apdnw
Auris Medical Holding AG,7.692307692307699,https://www.nasdaq.com/symbol/ears
"Savara, Inc.",7.684319833852547,https://www.nasdaq.com/symbol/svra
InflaRx N.V.,7.681216411063049,https://www.nasdaq.com/symbol/ifrx
Resonant Inc.,7.675906183368878,https://www.nasdaq.com/symbol/resn
"Eastside Distilling, Inc.",7.65027322404371,https://www.nasdaq.com/symbol/eastw
"Checkpoint Therapeutics, Inc.",7.637002716088842,https://www.nasdaq.com/symbol/ckpt
The Simply Good Foods Company,7.633587786259542,https://www.nasdaq.com/symbol/smplw
SSLJ.com Limited,7.6257165942056835,https://www.nasdaq.com/symbol/sslj
"MACOM Technology Solutions Holdings, Inc.",7.5863530408984925,https://www.nasdaq.com/symbol/mtsi
QAD Inc.,7.556549838429031,https://www.nasdaq.com/symbol/qadb
"Rimini Street, Inc.",7.529843893480259,https://www.nasdaq.com/symbol/rmni
"BioScrip, Inc.",7.524752475247522,https://www.nasdaq.com/symbol/bios
Marine Petroleum Trust,7.515337423312884,https://www.nasdaq.com/symbol/marps
Genetic Technologies Ltd,7.510681358219015,https://www.nasdaq.com/symbol/gene
"Fusion Telecommunications International, Inc.",7.500000000000007,https://www.nasdaq.com/symbol/fsnn
"Socket Mobile, Inc.",7.500000000000005,https://www.nasdaq.com/symbol/sckt
"Sierra Oncology, Inc.",7.486631016042779,https://www.nasdaq.com/symbol/srra
"Energy XXI Gulf Coast, Inc.",7.477787549947718,https://www.nasdaq.com/symbol/egc
"Vera Bradley, Inc.",7.467532467532467,https://www.nasdaq.com/symbol/vra
"Tandem Diabetes Care, Inc.",7.467204843592327,https://www.nasdaq.com/symbol/tndm
"EyePoint Pharmaceuticals, Inc.",7.439824945295401,https://www.nasdaq.com/symbol/eypt
"Wilhelmina International, Inc.",7.411715023503435,https://www.nasdaq.com/symbol/whlm
Blink Charging Co.,7.3969889633594965,https://www.nasdaq.com/symbol/blnk
Unum Therapeutics Inc.,7.386133050291891,https://www.nasdaq.com/symbol/umrx
"Avenue Therapeutics, Inc.",7.374328646430499,https://www.nasdaq.com/symbol/atxi
"SPAR Group, Inc.",7.368421052631585,https://www.nasdaq.com/symbol/sgrp
"TheStreet, Inc.",7.365439093484426,https://www.nasdaq.com/symbol/tst
Golar LNG Partners LP,7.359383550027353,https://www.nasdaq.com/symbol/gmlp
"Victory Capital Holdings, Inc.",7.352333746385796,https://www.nasdaq.com/symbol/vctr
"Global Blood Therapeutics, Inc.",7.3256397390868,https://www.nasdaq.com/symbol/gbt
"Professional Diversity Network, Inc.",7.3170731707317,https://www.nasdaq.com/symbol/ipdn
B.O.S. Better Online Solutions,7.317073170731696,https://www.nasdaq.com/symbol/bosc
"AzurRx BioPharma, Inc.",7.293666026871416,https://www.nasdaq.com/symbol/azrx
"Apricus Biosciences, Inc.",7.292245049046844,https://www.nasdaq.com/symbol/apri
"Microvision, Inc.",7.260726072607267,https://www.nasdaq.com/symbol/mvis
FC Global Realty Incorporated,7.259877931256023,https://www.nasdaq.com/symbol/fcre
"BioHiTech Global, Inc.",7.253886010362703,https://www.nasdaq.com/symbol/bhtg
"ArQule, Inc.",7.253886010362686,https://www.nasdaq.com/symbol/arql
Optical Cable Corporation,7.2368421052631495,https://www.nasdaq.com/symbol/occ
R1 RCM Inc.,7.230430682175418,https://www.nasdaq.com/symbol/rcm
BSQUARE Corporation,7.228915662650606,https://www.nasdaq.com/symbol/bsqr
"Social Reality, Inc.",7.194580100262959,https://www.nasdaq.com/symbol/srax
Solid Biosciences Inc.,7.168784029038106,https://www.nasdaq.com/symbol/sldb
"Insignia Systems, Inc.",7.157221962037516,https://www.nasdaq.com/symbol/isig
"XG Technology, Inc",7.1480671043034185,https://www.nasdaq.com/symbol/xgti
"ALJ Regional Holdings, Inc.",7.112718505123575,https://www.nasdaq.com/symbol/aljj
"Aqua Metals, Inc.",7.100591715976338,https://www.nasdaq.com/symbol/aqms
"Precipio, Inc.",7.093700370566432,https://www.nasdaq.com/symbol/prpo
"Stellar Biotechnologies, Inc.",7.084468664850132,https://www.nasdaq.com/symbol/sbot
"PTC Therapeutics, Inc.",7.071977638015377,https://www.nasdaq.com/symbol/ptct
"CDTI Advanced Materials, Inc.",7.057022579410644,https://www.nasdaq.com/symbol/cdti
"Moleculin Biotech, Inc.",7.052186177715091,https://www.nasdaq.com/symbol/mbrx
Proshares UltraPro Nasdaq Biotechnology,7.050889025137964,https://www.nasdaq.com/symbol/ubio
"Conn&#39;s, Inc.",7.043756670224114,https://www.nasdaq.com/symbol/conn
Duluth Holdings Inc.,7.041117979037905,https://www.nasdaq.com/symbol/dlth
iPass Inc.,7.036121896693738,https://www.nasdaq.com/symbol/ipas
"Evoke Pharma, Inc.",7.0175438596491295,https://www.nasdaq.com/symbol/evok
Lindblad Expeditions Holdings Inc. ,7.010115266996002,https://www.nasdaq.com/symbol/lindw
"Restoration Robotics, Inc.",7.009665759008901,https://www.nasdaq.com/symbol/hair
Gogo Inc.,7.007007007007,https://www.nasdaq.com/symbol/gogo
Boxlight Corporation,7.005003573981418,https://www.nasdaq.com/symbol/boxl
"GTx, Inc.",7.003761643331716,https://www.nasdaq.com/symbol/gtxi
"Sunesis Pharmaceuticals, Inc.",6.986899563318784,https://www.nasdaq.com/symbol/snss
"Sangamo Therapeutics, Inc.",6.971340046475601,https://www.nasdaq.com/symbol/sgmo
"Stein Mart, Inc.",6.968641114982585,https://www.nasdaq.com/symbol/smrt
Fennec Pharmaceuticals Inc.,6.917781863269068,https://www.nasdaq.com/symbol/fenc
Kitov Pharma Ltd.,6.896551724137937,https://www.nasdaq.com/symbol/ktov
"YRC Worldwide, Inc.",6.896551724137932,https://www.nasdaq.com/symbol/yrcw
"Interactive Brokers Group, Inc.",6.8867589634362725,https://www.nasdaq.com/symbol/ibkr
"TDH Holdings, Inc.",6.880189798339266,https://www.nasdaq.com/symbol/petz
"Five9, Inc.",6.873086083701936,https://www.nasdaq.com/symbol/fivn
Adamis Pharmaceuticals Corporation,6.86550091872619,https://www.nasdaq.com/symbol/admp
Grupo Financiero Galicia S.A.,6.862190012456122,https://www.nasdaq.com/symbol/ggal
"Veritone, Inc.",6.848977580684883,https://www.nasdaq.com/symbol/veri
"Corium International, Inc.",6.848520023215321,https://www.nasdaq.com/symbol/cori
"LivePerson, Inc.",6.845965770171142,https://www.nasdaq.com/symbol/lpsn
"Loral Space and Communications, Inc.",6.844106463878316,https://www.nasdaq.com/symbol/lorl
"Manitex International, Inc.",6.838328408611233,https://www.nasdaq.com/symbol/mntx
"Neurotrope, Inc.",6.834042426733891,https://www.nasdaq.com/symbol/ntrp
Conatus Pharmaceuticals Inc.,6.831566548881039,https://www.nasdaq.com/symbol/cnat
"Marten Transport, Ltd.",6.820682068206824,https://www.nasdaq.com/symbol/mrtn
"MiMedx Group, Inc",6.818181818181808,https://www.nasdaq.com/symbol/mdxg
"The Trade Desk, Inc.",6.802556989506694,https://www.nasdaq.com/symbol/ttd
Cronos Group Inc.,6.796818510484464,https://www.nasdaq.com/symbol/cron
"Aytu BioScience, Inc.",6.7946824224519835,https://www.nasdaq.com/symbol/aytu
XOMA Corporation,6.7866089728991055,https://www.nasdaq.com/symbol/xoma
"Hanwha Q CELLS Co., Ltd. ",6.744868035190615,https://www.nasdaq.com/symbol/hqcl
Applied Genetic Technologies Corporation,6.741573033707862,https://www.nasdaq.com/symbol/agtc
"CHF Solutions, Inc.",6.736767064694353,https://www.nasdaq.com/symbol/chfs
"Alpine Immune Sciences, Inc.",6.729178157749581,https://www.nasdaq.com/symbol/alpn
YY Inc.,6.727175654030964,https://www.nasdaq.com/symbol/yy
"Huttig Building Products, Inc.",6.703910614525128,https://www.nasdaq.com/symbol/hbp
"Proteostasis Therapeutics, Inc.",6.700507614213199,https://www.nasdaq.com/symbol/pti
"TRACON Pharmaceuticals, Inc.",6.6985645933014455,https://www.nasdaq.com/symbol/tcon
"Value Line, Inc.",6.693588120613766,https://www.nasdaq.com/symbol/valu
"tronc, Inc.",6.688761675203371,https://www.nasdaq.com/symbol/trnc
"Apellis Pharmaceuticals, Inc.",6.6741657292838426,https://www.nasdaq.com/symbol/apls
"Diamondback Energy, Inc.",6.672916859859162,https://www.nasdaq.com/symbol/fang
"Lands&#39; End, Inc.",6.650831353919233,https://www.nasdaq.com/symbol/le
China Recycling Energy Corporation,6.646188215582239,https://www.nasdaq.com/symbol/creg
"Micronet Enertec Technologies, Inc.",6.642066420664196,https://www.nasdaq.com/symbol/mict
"eHealth, Inc.",6.634534934420638,https://www.nasdaq.com/symbol/ehth
Midatech Pharma PLC,6.627898829958665,https://www.nasdaq.com/symbol/mtp
"Global Self Storage, Inc.",6.62081968600056,https://www.nasdaq.com/symbol/self
"VistaGen Therapeutics, Inc.",6.619561175158049,https://www.nasdaq.com/symbol/vtgn
"Windstream Holdings, Inc.",6.618962432915923,https://www.nasdaq.com/symbol/win
"Rave Restaurant Group, Inc.",6.61157024793389,https://www.nasdaq.com/symbol/rave
"Commercial Vehicle Group, Inc.",6.610518623973999,https://www.nasdaq.com/symbol/cvgi
"Pacific Biosciences of California, Inc.",6.601941747572812,https://www.nasdaq.com/symbol/pacb
ACADIA Pharmaceuticals Inc.,6.590871550514987,https://www.nasdaq.com/symbol/acad
"Sorrento Therapeutics, Inc.",6.578947368421052,https://www.nasdaq.com/symbol/srne
U.S. Gold Corp.,6.570690291620522,https://www.nasdaq.com/symbol/usau
Abraxas Petroleum Corporation,6.551059730250497,https://www.nasdaq.com/symbol/axas
The9 Limited,6.5433854907539075,https://www.nasdaq.com/symbol/ncty
TESSCO Technologies Incorporated,6.504065040650402,https://www.nasdaq.com/symbol/tess
SunPower Corporation,6.490384615384605,https://www.nasdaq.com/symbol/spwr
LRAD Corporation,6.483790523690767,https://www.nasdaq.com/symbol/lrad
"ADTRAN, Inc.",6.473594548551966,https://www.nasdaq.com/symbol/adtn
"Consumer Portfolio Services, Inc.",6.467661691542294,https://www.nasdaq.com/symbol/cpss
"Pulse Biosciences, Inc",6.463304137722744,https://www.nasdaq.com/symbol/plse
"Intellia Therapeutics, Inc.",6.461906661348214,https://www.nasdaq.com/symbol/ntla
Oxbridge Re Holdings Limited,6.451612903225811,https://www.nasdaq.com/symbol/oxbr
"Chiasma, Inc.",6.451612903225811,https://www.nasdaq.com/symbol/chma
"Caladrius Biosciences, Inc.",6.451612903225806,https://www.nasdaq.com/symbol/clbs
AXT Inc,6.451612903225806,https://www.nasdaq.com/symbol/axti
Cemtrex Inc.,6.4516129032258025,https://www.nasdaq.com/symbol/cetx
Gridsum Holding Inc.,6.442166910688134,https://www.nasdaq.com/symbol/gsum
"Spectrum Pharmaceuticals, Inc.",6.4348728593669025,https://www.nasdaq.com/symbol/sppi
"Spero Therapeutics, Inc.",6.4175824175824205,https://www.nasdaq.com/symbol/spro
"Intersections, Inc.",6.407006222631932,https://www.nasdaq.com/symbol/intx
"Zafgen, Inc.",6.3860667634252595,https://www.nasdaq.com/symbol/zfgn
"Kala Pharmaceuticals, Inc.",6.379480434067733,https://www.nasdaq.com/symbol/kala
Legacy Reserves LP,6.368789308854367,https://www.nasdaq.com/symbol/lgcy
"Lantheus Holdings, Inc.",6.365159128978232,https://www.nasdaq.com/symbol/lnth
"Summer Infant, Inc.",6.349206349206354,https://www.nasdaq.com/symbol/sumr
"BioCryst Pharmaceuticals, Inc.",6.346623270951988,https://www.nasdaq.com/symbol/bcrx
"CareDx, Inc.",6.344410876132929,https://www.nasdaq.com/symbol/cdna
"Stitch Fix, Inc.",6.340677055346587,https://www.nasdaq.com/symbol/sfix
U.S. Energy Corp.,6.2992125984252025,https://www.nasdaq.com/symbol/useg
"Krystal Biotech, Inc.",6.296764254143898,https://www.nasdaq.com/symbol/krys
"PFSweb, Inc.",6.293377863591306,https://www.nasdaq.com/symbol/pfsw
"Aevi Genomic Medicine, Inc.",6.28930817610062,https://www.nasdaq.com/symbol/gnmx
Vicor Corporation,6.287920573634861,https://www.nasdaq.com/symbol/vicr
American Superconductor Corporation,6.281957633308981,https://www.nasdaq.com/symbol/amsc
"Stemline Therapeutics, Inc.",6.273525721455457,https://www.nasdaq.com/symbol/stml
"First Mid-Illinois Bancshares, Inc.",6.273396153349683,https://www.nasdaq.com/symbol/fmbh
FNCB Bancorp Inc.,6.27099664053752,https://www.nasdaq.com/symbol/fncb
ChromaDex Corporation,6.267806267806273,https://www.nasdaq.com/symbol/cdxc
Lonestar Resources US Inc.,6.25454545454545,https://www.nasdaq.com/symbol/lone
"China Customer Relations Centers, Inc.",6.253553155201827,https://www.nasdaq.com/symbol/ccrc
"Akcea Therapeutics, Inc.",6.236466002598517,https://www.nasdaq.com/symbol/akca
"Broadwind Energy, Inc.",6.23211938452022,https://www.nasdaq.com/symbol/bwen
"Marinus Pharmaceuticals, Inc.",6.2305295950155815,https://www.nasdaq.com/symbol/mrns
"Net Element, Inc.",6.223479490806229,https://www.nasdaq.com/symbol/nete
PowerShares S&P SmallCap Industrials Portfolio,6.222823845911033,https://www.nasdaq.com/symbol/psci
"Fuel Tech, Inc.",6.222222222222208,https://www.nasdaq.com/symbol/ftek
"Helius Medical Technologies, Inc.",6.2145568730374485,https://www.nasdaq.com/symbol/hsdt
Unico American Corporation,6.211180124223612,https://www.nasdaq.com/symbol/unam
"Saia, Inc.",6.208900443492891,https://www.nasdaq.com/symbol/saia
"Celldex Therapeutics, Inc.",6.18892508143323,https://www.nasdaq.com/symbol/cldx
"Carrizo Oil & Gas, Inc.",6.188925081433223,https://www.nasdaq.com/symbol/crzo
"The Dixie Group, Inc.",6.185567010309275,https://www.nasdaq.com/symbol/dxyn
Puma Biotechnology Inc,6.180979002284164,https://www.nasdaq.com/symbol/pbyi
Ohio Valley Banc Corp.,6.16915422885571,https://www.nasdaq.com/symbol/ovbc
"First Financial Northwest, Inc.",6.168322007318347,https://www.nasdaq.com/symbol/ffnw
Strongbridge Biopharma plc,6.153846153846159,https://www.nasdaq.com/symbol/sbbp
Emmis Communications Corporation,6.148282097649183,https://www.nasdaq.com/symbol/emms
"The ONE Group Hospitality, Inc.",6.138626156425288,https://www.nasdaq.com/symbol/stks
TransGlobe Energy Corporation,6.13496932515337,https://www.nasdaq.com/symbol/tga
"Vital Therapies, Inc.",6.122448979591832,https://www.nasdaq.com/symbol/vtl
"Ocean Power Technologies, Inc.",6.113537117903916,https://www.nasdaq.com/symbol/optt
"Alta Mesa Resources, Inc.",6.106870229007639,https://www.nasdaq.com/symbol/amr
"Business First Bancshares, Inc.",6.103092783505142,https://www.nasdaq.com/symbol/bfst
"The Meet Group, Inc.",6.075949367088613,https://www.nasdaq.com/symbol/meet
Sohu.com Inc.,6.072977800459308,https://www.nasdaq.com/symbol/sohu
Aptevo Therapeutics Inc.,6.071757129714813,https://www.nasdaq.com/symbol/apvo
Boston Omaha Corporation,6.070416835289357,https://www.nasdaq.com/symbol/bomn
"Overstock.com, Inc.",6.06957809030347,https://www.nasdaq.com/symbol/ostk
"Allied Healthcare Products, Inc.",6.060606060606058,https://www.nasdaq.com/symbol/ahpi
"Pacific Ethanol, Inc.",6.0606060606060534,https://www.nasdaq.com/symbol/peix
Research Frontiers Incorporated,6.0606060606060534,https://www.nasdaq.com/symbol/refr
"AcelRx Pharmaceuticals, Inc.",6.0606060606060534,https://www.nasdaq.com/symbol/acrx
"Wynn Resorts, Limited",6.059308425222135,https://www.nasdaq.com/symbol/wynn
"Cardlytics, Inc.",6.052009456264765,https://www.nasdaq.com/symbol/cdlx
Ceragon Networks Ltd.,6.0483287512661,https://www.nasdaq.com/symbol/crnt
"Cutera, Inc.",6.0267857142857055,https://www.nasdaq.com/symbol/cutr
"Civista Bancshares, Inc. ",6.0200668896321075,https://www.nasdaq.com/symbol/civbp
LSI Industries Inc.,6.017699115044245,https://www.nasdaq.com/symbol/lyts
"Odyssey Marine Exploration, Inc.",6.005665722379597,https://www.nasdaq.com/symbol/omex
"Sportsman&#39;s Warehouse Holdings, Inc.",5.9903381642512175,https://www.nasdaq.com/symbol/spwh
"Estre Ambiental, Inc.",5.985635281199937,https://www.nasdaq.com/symbol/estr
"VBI Vaccines, Inc.",5.980066445182731,https://www.nasdaq.com/symbol/vbiv
Diffusion Pharmaceuticals Inc.,5.921378354292512,https://www.nasdaq.com/symbol/dffn
"FlexShopper, Inc.",5.921052631578938,https://www.nasdaq.com/symbol/fpay
Ikonics Corporation,5.9202059202059125,https://www.nasdaq.com/symbol/iknx
"Genius Brands International, Inc.",5.9130434782608665,https://www.nasdaq.com/symbol/gnus
"Sky Solar Holdings, Ltd.",5.907172995780596,https://www.nasdaq.com/symbol/skys
Quanterix Corporation,5.895196506550209,https://www.nasdaq.com/symbol/qtrx
"Catabasis Pharmaceuticals, Inc.",5.890094463779137,https://www.nasdaq.com/symbol/catb
"Neos Therapeutics, Inc.",5.882352941176476,https://www.nasdaq.com/symbol/neos
"Rocky Brands, Inc.",5.882352941176468,https://www.nasdaq.com/symbol/rcky
"Dicerna Pharmaceuticals, Inc.",5.8782365290413,https://www.nasdaq.com/symbol/drna
Sharing Economy International Inc.,5.860651713448074,https://www.nasdaq.com/symbol/seii
"ICF International, Inc.",5.858951175406888,https://www.nasdaq.com/symbol/icfi
"ViewRay, Inc.",5.856613934702115,https://www.nasdaq.com/symbol/vray
"Eco-Stim Energy Solutions, Inc.",5.8479532163742745,https://www.nasdaq.com/symbol/eses
"Novume Solutions, Inc.",5.84520815870355,https://www.nasdaq.com/symbol/nvmm
"AVEO Pharmaceuticals, Inc.",5.842696629213478,https://www.nasdaq.com/symbol/aveo
TravelCenters of America LLC,5.825242718446597,https://www.nasdaq.com/symbol/ta
"Keryx Biopharmaceuticals, Inc.",5.813953488372089,https://www.nasdaq.com/symbol/kerx
"Editas Medicine, Inc.",5.794315529314841,https://www.nasdaq.com/symbol/edit
"Five Below, Inc.",5.786498170934479,https://www.nasdaq.com/symbol/five
