Company Name,Stock Volatility today as a percent of company average stock today,StockURL
"Morningstar, Inc.",2.5991009399264344,https://www.nasdaq.com/symbol/morn
"ServiceSource International, Inc.",2.5974025974026054,https://www.nasdaq.com/symbol/srev
"Patriot Transportation Holding, Inc.",2.5974025974025974,https://www.nasdaq.com/symbol/pati
"Crown Crafts, Inc.",2.597402597402588,https://www.nasdaq.com/symbol/crws
"Cidara Therapeutics, Inc.",2.597402597402588,https://www.nasdaq.com/symbol/cdtx
"P.A.M. Transportation Services, Inc.",2.596772236379081,https://www.nasdaq.com/symbol/ptsi
United Therapeutics Corporation,2.5936029367791926,https://www.nasdaq.com/symbol/uthr
"Steel Dynamics, Inc.",2.5922233300099644,https://www.nasdaq.com/symbol/stld
"Cross Country Healthcare, Inc.",2.591093117408909,https://www.nasdaq.com/symbol/ccrn
"NV5 Global, Inc.",2.5851938895417246,https://www.nasdaq.com/symbol/nvee
World Acceptance Corporation,2.582705909194614,https://www.nasdaq.com/symbol/wrld
"Oclaro, Inc.",2.5810151993117247,https://www.nasdaq.com/symbol/oclr
"Superior Uniform Group, Inc.",2.580918129892122,https://www.nasdaq.com/symbol/sgc
"Zynerba Pharmaceuticals, Inc.",2.5806451612903163,https://www.nasdaq.com/symbol/zyne
"51job, Inc.",2.579793119951933,https://www.nasdaq.com/symbol/jobs
"Calavo Growers, Inc.",2.578475336322867,https://www.nasdaq.com/symbol/cvgw
"Laureate Education, Inc.",2.578268876611429,https://www.nasdaq.com/symbol/laur
First Foundation Inc.,2.576408183884827,https://www.nasdaq.com/symbol/ffwm
"America&#39;s Car-Mart, Inc.",2.5751072961373476,https://www.nasdaq.com/symbol/crmt
American Woodmark Corporation,2.569696969696975,https://www.nasdaq.com/symbol/amwd
The Stars Group Inc.,2.5667707249392913,https://www.nasdaq.com/symbol/tsg
Playa Hotels & Resorts N.V.,2.5664527956003766,https://www.nasdaq.com/symbol/plya
"Cleveland BioLabs, Inc.",2.559414990859226,https://www.nasdaq.com/symbol/cbli
Artesian Resources Corporation,2.5588799865402563,https://www.nasdaq.com/symbol/artna
MannKind Corporation,2.55754475703325,https://www.nasdaq.com/symbol/mnkd
Methanex Corporation,2.5534975723790767,https://www.nasdaq.com/symbol/meoh
Shore Bancshares Inc,2.551834130781501,https://www.nasdaq.com/symbol/shbi
"Nathan&#39;s Famous, Inc.",2.5512397878744544,https://www.nasdaq.com/symbol/nath
"Soligenix, Inc.",2.5477707006369448,https://www.nasdaq.com/symbol/sngx
"Ross Stores, Inc.",2.546071774975745,https://www.nasdaq.com/symbol/rost
"Firsthand Technology Value Fund, Inc.",2.539470794459032,https://www.nasdaq.com/symbol/svvc
Amerco,2.538334792999543,https://www.nasdaq.com/symbol/uhal
CONMED Corporation,2.5382174790885568,https://www.nasdaq.com/symbol/cnmd
Cray Inc,2.5373757556126977,https://www.nasdaq.com/symbol/cray
"Brooks Automation, Inc.",2.536177830822003,https://www.nasdaq.com/symbol/brks
"Exponent, Inc.",2.5354213273676334,https://www.nasdaq.com/symbol/expo
"Information Services Group, Inc.",2.531645569620255,https://www.nasdaq.com/symbol/iii
JetPay Corporation,2.531645569620255,https://www.nasdaq.com/symbol/jtpy
"AAON, Inc.",2.531645569620255,https://www.nasdaq.com/symbol/aaon
Cyanotech Corporation,2.531645569620255,https://www.nasdaq.com/symbol/cyan
"Alphatec Holdings, Inc.",2.531645569620255,https://www.nasdaq.com/symbol/atec
"Builders FirstSource, Inc.",2.527727624451888,https://www.nasdaq.com/symbol/bldr
Sify Technologies Limited,2.526518315992003,https://www.nasdaq.com/symbol/sify
"Cancer Genetics, Inc.",2.5264665268756654,https://www.nasdaq.com/symbol/cgix
Luminex Corporation,2.5255146168482976,https://www.nasdaq.com/symbol/lmnx
"Casella Waste Systems, Inc.",2.5242271385813324,https://www.nasdaq.com/symbol/cwst
"Healthcare Services Group, Inc.",2.523921786160024,https://www.nasdaq.com/symbol/hcsg
"Lifeway Foods, Inc.",2.521823472356933,https://www.nasdaq.com/symbol/lway
"MAM Software Group, Inc.",2.5142857142857014,https://www.nasdaq.com/symbol/mams
Eltek Ltd.,2.5142857142857014,https://www.nasdaq.com/symbol/eltk
"Green Plains, Inc.",2.5134649910233327,https://www.nasdaq.com/symbol/gpre
Sotherly Hotels Inc.,2.5129342202512928,https://www.nasdaq.com/symbol/soho
Ideal Power Inc.,2.5104602510460277,https://www.nasdaq.com/symbol/ipwr
Caesars Entertainment Corporation,2.5104602510460166,https://www.nasdaq.com/symbol/czr
"Renewable Energy Group, Inc.",2.5099828864803264,https://www.nasdaq.com/symbol/regi
"ICC Holdings, Inc.",2.5088316003892475,https://www.nasdaq.com/symbol/icch
Caesarstone Ltd.,2.5078369905956026,https://www.nasdaq.com/symbol/cste
"Tabula Rasa HealthCare, Inc.",2.5067310370439166,https://www.nasdaq.com/symbol/trhc
CVD Equipment Corporation,2.5033214460527273,https://www.nasdaq.com/symbol/cvv
"Golden Entertainment, Inc.",2.502406159769001,https://www.nasdaq.com/symbol/gden
VEON Ltd.,2.5000000000000018,https://www.nasdaq.com/symbol/veon
"United Natural Foods, Inc.",2.497308934338006,https://www.nasdaq.com/symbol/unfi
"Merrimack Pharmaceuticals, Inc.",2.4943310657596243,https://www.nasdaq.com/symbol/mack
Masimo Corporation,2.4873882423455322,https://www.nasdaq.com/symbol/masi
"Patterson Companies, Inc.",2.4873365086565475,https://www.nasdaq.com/symbol/pdco
Ophthotech Corporation,2.486678507992905,https://www.nasdaq.com/symbol/opht
Acer Therapeutics Inc.,2.485346360027484,https://www.nasdaq.com/symbol/acer
RMG Networks Holding Corporation,2.481224845442101,https://www.nasdaq.com/symbol/rmgn
Fidelity Southern Corporation,2.4809923969587873,https://www.nasdaq.com/symbol/lion
OFS Capital Corporation,2.4778761061946843,https://www.nasdaq.com/symbol/ofs
Symantec Corporation,2.473834443387248,https://www.nasdaq.com/symbol/symc
"Blackbaud, Inc.",2.4701195219123546,https://www.nasdaq.com/symbol/blkb
Zix Corporation,2.4544107643709827,https://www.nasdaq.com/symbol/zixi
"Sypris Solutions, Inc.",2.453987730061338,https://www.nasdaq.com/symbol/sypr
Oconee Federal Financial Corp.,2.452876779981889,https://www.nasdaq.com/symbol/ofed
Orthofix International N.V.,2.4517757346313314,https://www.nasdaq.com/symbol/ofix
DISH Network Corporation,2.4506466984343054,https://www.nasdaq.com/symbol/dish
"Insight Enterprises, Inc.",2.4496574631513384,https://www.nasdaq.com/symbol/nsit
"Conifer Holdings, Inc.",2.4489795918367405,https://www.nasdaq.com/symbol/cnfr
Hanmi Financial Corporation,2.4489795918367347,https://www.nasdaq.com/symbol/hafc
"Spirit Airlines, Inc.",2.4468085106383026,https://www.nasdaq.com/symbol/save
Electronic Arts Inc.,2.445782687405329,https://www.nasdaq.com/symbol/ea
"Inogen, Inc",2.4453301734353228,https://www.nasdaq.com/symbol/ingn
"Kindred Biosciences, Inc.",2.444987775061125,https://www.nasdaq.com/symbol/kin
"Retrophin, Inc.",2.442528735632183,https://www.nasdaq.com/symbol/rtrx
Rosehill Resources Inc.,2.4398676347113097,https://www.nasdaq.com/symbol/rosew
Eagle Bulk Shipping Inc.,2.434782608695662,https://www.nasdaq.com/symbol/egle
MutualFirst Financial Inc.,2.431810713112053,https://www.nasdaq.com/symbol/mfsf
Oxford Lane Capital Corp.,2.4297574933158246,https://www.nasdaq.com/symbol/oxlc
Sleep Number Corporation,2.4297119055883347,https://www.nasdaq.com/symbol/snbr
Golden Ocean Group Limited,2.4291497975708602,https://www.nasdaq.com/symbol/gogl
Credit Suisse AG,2.4291497975708527,https://www.nasdaq.com/symbol/uslv
Natus Medical Incorporated,2.4275118004045813,https://www.nasdaq.com/symbol/baby
"Dime Community Bancshares, Inc.",2.4271844660194173,https://www.nasdaq.com/symbol/dcom
Brookfield Property Partners L.P.,2.4266936299292237,https://www.nasdaq.com/symbol/bpy
"PayPal Holdings, Inc.",2.4228680551411363,https://www.nasdaq.com/symbol/pypl
Reading International Inc,2.4179620034542193,https://www.nasdaq.com/symbol/rdi
"FireEye, Inc.",2.416740347774831,https://www.nasdaq.com/symbol/feye
CoBiz Financial Inc.,2.4148808876319077,https://www.nasdaq.com/symbol/cobz
Splunk Inc.,2.4134992419321755,https://www.nasdaq.com/symbol/splk
Credit Suisse AG,2.41296104791451,https://www.nasdaq.com/symbol/viix
"Intuitive Surgical, Inc.",2.4124594961848063,https://www.nasdaq.com/symbol/isrg
ClearSign Combustion Corporation,2.40963855421688,https://www.nasdaq.com/symbol/clir
NetSol Technologies Inc.,2.409638554216859,https://www.nasdaq.com/symbol/ntwk
"Acacia Communications, Inc.",2.4089037963104105,https://www.nasdaq.com/symbol/acia
Liberty Broadband Corporation,2.406124681006206,https://www.nasdaq.com/symbol/lbrda
"Hope Bancorp, Inc.",2.404371584699461,https://www.nasdaq.com/symbol/hope
"Akorn, Inc.",2.4043715846994536,https://www.nasdaq.com/symbol/akrx
Repligen Corporation,2.4030209406110474,https://www.nasdaq.com/symbol/rgen
"Finjan Holdings, Inc.",2.401372212692977,https://www.nasdaq.com/symbol/fnjn
"CareTrust REIT, Inc.",2.3995200959808165,https://www.nasdaq.com/symbol/ctre
Liberty Latin America Ltd.,2.396053558844247,https://www.nasdaq.com/symbol/lilak
"U.S. Auto Parts Network, Inc.",2.3952095808383254,https://www.nasdaq.com/symbol/prts
Talend S.A.,2.394787814756118,https://www.nasdaq.com/symbol/tlnd
Kingtone Wirelessinfo Solution Holding Ltd,2.393617021276604,https://www.nasdaq.com/symbol/kone
Coupa Software Incorporated,2.388317780874495,https://www.nasdaq.com/symbol/coup
Intellipharmaceutics International Inc.,2.3852547885796804,https://www.nasdaq.com/symbol/ipci
Hooker Furniture Corporation,2.3833300046601513,https://www.nasdaq.com/symbol/hoft
"LegacyTexas Financial Group, Inc.",2.380952380952388,https://www.nasdaq.com/symbol/ltxb
"Syntel, Inc.",2.3809523809523747,https://www.nasdaq.com/symbol/synt
"Sinovac Biotech, Ltd.",2.3771690078179657,https://www.nasdaq.com/symbol/sva
"PC Connection, Inc.",2.376363727773959,https://www.nasdaq.com/symbol/cnxn
"AgroFresh Solutions, Inc.",2.375960866526903,https://www.nasdaq.com/symbol/agfs
iRobot Corporation,2.3739787266841472,https://www.nasdaq.com/symbol/irbt
"Reata Pharmaceuticals, Inc.",2.372644801116542,https://www.nasdaq.com/symbol/reta
Johnson Outdoors Inc.,2.3723568849922683,https://www.nasdaq.com/symbol/jout
Allegiant Travel Company,2.3714122168615583,https://www.nasdaq.com/symbol/algt
Control4 Corporation,2.368391693097239,https://www.nasdaq.com/symbol/ctrl
"ScanSource, Inc.",2.367601246105926,https://www.nasdaq.com/symbol/scsc
"ANI Pharmaceuticals, Inc.",2.365267084689264,https://www.nasdaq.com/symbol/anip
Central Garden & Pet Company,2.364687335785598,https://www.nasdaq.com/symbol/centa
"American Airlines Group, Inc.",2.360346184106996,https://www.nasdaq.com/symbol/aal
"Presidio, Inc.",2.359882005899707,https://www.nasdaq.com/symbol/psdo
Ark Restaurants Corp.,2.3595978595997535,https://www.nasdaq.com/symbol/arkr
Synaptics Incorporated,2.3574235027979564,https://www.nasdaq.com/symbol/syna
Vascular Biogenics Ltd.,2.35294117647058,https://www.nasdaq.com/symbol/vblt
"Kingstone Companies, Inc",2.3502436228145607,https://www.nasdaq.com/symbol/kins
"Edgewater Technology, Inc.",2.3486901535682003,https://www.nasdaq.com/symbol/edgw
Liberty Latin America Ltd.,2.34852043212776,https://www.nasdaq.com/symbol/lila
"First Hawaiian, Inc.",2.345058626465659,https://www.nasdaq.com/symbol/fhb
Endo International plc,2.34045426739651,https://www.nasdaq.com/symbol/endp
GSV Capital Corp,2.3391812865497097,https://www.nasdaq.com/symbol/gsvc
"NanoVibronix, Inc.",2.337938363443133,https://www.nasdaq.com/symbol/naov
United Community Financial Corp.,2.3331777881474567,https://www.nasdaq.com/symbol/ucfc
"Republic First Bancorp, Inc.",2.332361516034998,https://www.nasdaq.com/symbol/frbk
"Liberty Tax, Inc.",2.331002331002331,https://www.nasdaq.com/symbol/tax
"Codexis, Inc.",2.329450915141429,https://www.nasdaq.com/symbol/cdxs
"Carolina Trust BancShares, Inc.",2.3286470180687773,https://www.nasdaq.com/symbol/cart
The Joint Corp.,2.327173169062285,https://www.nasdaq.com/symbol/jynt
"The Michaels Companies, Inc.",2.326811210999459,https://www.nasdaq.com/symbol/mik
"Recon Technology, Ltd.",2.3267577137076407,https://www.nasdaq.com/symbol/rcon
Lamar Advertising Company,2.322102713868523,https://www.nasdaq.com/symbol/lamr
"Triumph Bancorp, Inc.",2.322023220232205,https://www.nasdaq.com/symbol/tbk
Huron Consulting Group Inc.,2.318486882245278,https://www.nasdaq.com/symbol/hurn
"O&#39;Reilly Automotive, Inc.",2.3176649525602873,https://www.nasdaq.com/symbol/orly
Capella Education Company,2.3121387283237023,https://www.nasdaq.com/symbol/cpla
"Children&#39;s Place, Inc. (The)",2.311919651317023,https://www.nasdaq.com/symbol/plce
"PDF Solutions, Inc.",2.30591852421215,https://www.nasdaq.com/symbol/pdfs
BLDRS Asia 50 ADR Index Fund,2.302158273381287,https://www.nasdaq.com/symbol/adra
BioSpecifics Technologies Corp,2.3004531195538562,https://www.nasdaq.com/symbol/bstc
"Mitek Systems, Inc.",2.298850574712656,https://www.nasdaq.com/symbol/mitk
Martin Midstream Partners L.P.,2.2988505747126413,https://www.nasdaq.com/symbol/mmlp
"Purple Innovation, Inc.",2.29885057471264,https://www.nasdaq.com/symbol/prpl
Mylan N.V.,2.297070589753518,https://www.nasdaq.com/symbol/myl
Jack In The Box Inc.,2.295162882527147,https://www.nasdaq.com/symbol/jack
TriCo Bancshares,2.29214105096303,https://www.nasdaq.com/symbol/tcbk
Potbelly Corporation,2.290076335877868,https://www.nasdaq.com/symbol/pbpb
"Marchex, Inc.",2.2900763358778646,https://www.nasdaq.com/symbol/mchx
TravelCenters of America LLC,2.288905761823638,https://www.nasdaq.com/symbol/tannl
Luther Burbank Corporation,2.2843639228042467,https://www.nasdaq.com/symbol/lbc
"Echo Global Logistics, Inc.",2.2827041264266974,https://www.nasdaq.com/symbol/echo
"Bonso Electronics International, Inc.",2.2795812004144587,https://www.nasdaq.com/symbol/bnso
"HarborOne Bancorp, Inc.",2.2787216665997216,https://www.nasdaq.com/symbol/hone
Phibro Animal Health Corporation,2.276422764227636,https://www.nasdaq.com/symbol/pahc
"ICU Medical, Inc.",2.271571452788604,https://www.nasdaq.com/symbol/icui
"Cambium Learning Group, Inc.",2.2706060710811373,https://www.nasdaq.com/symbol/abcd
Varex Imaging Corporation,2.269995994124701,https://www.nasdaq.com/symbol/vrex
INTL FCStone Inc.,2.2675682250920373,https://www.nasdaq.com/symbol/intl
"Gyrodyne , LLC",2.2634240308210876,https://www.nasdaq.com/symbol/gyro
"Zillow Group, Inc.",2.261603375527432,https://www.nasdaq.com/symbol/zg
"Hennessy Advisors, Inc.",2.260183968462548,https://www.nasdaq.com/symbol/hnna
"RealNetworks, Inc.",2.25988700564972,https://www.nasdaq.com/symbol/rnwk
TrustCo Bank Corp NY,2.2598870056497096,https://www.nasdaq.com/symbol/trst
"Rubicon Technology, Inc.",2.2584692597239724,https://www.nasdaq.com/symbol/rbcn
Mesoblast Limited,2.2583772171133596,https://www.nasdaq.com/symbol/meso
ObsEva SA,2.2524271844660126,https://www.nasdaq.com/symbol/obsv
Seanergy Maritime Holdings Corp,2.2523557802803897,https://www.nasdaq.com/symbol/ship
SMTC Corporation,2.2520499642399705,https://www.nasdaq.com/symbol/smtx
"Pernix Therapeutics Holdings, Inc.",2.251423190514916,https://www.nasdaq.com/symbol/ptx
Digi International Inc.,2.2498203152422795,https://www.nasdaq.com/symbol/dgii
First Trust Nasdaq Oil & Gas ETF,2.2476014269350824,https://www.nasdaq.com/symbol/ftxn
Tiptree Inc.,2.2471910112359605,https://www.nasdaq.com/symbol/tipt
RBB Bancorp,2.247191011235953,https://www.nasdaq.com/symbol/rbb
Orgenesis Inc.,2.2471910112359472,https://www.nasdaq.com/symbol/orgs
"Kelly Services, Inc.",2.246220302375808,https://www.nasdaq.com/symbol/kelya
"Collectors Universe, Inc.",2.2457067371202104,https://www.nasdaq.com/symbol/clct
Zumiez Inc.,2.243829468960359,https://www.nasdaq.com/symbol/zumz
"Flexsteel Industries, Inc.",2.2435682138778823,https://www.nasdaq.com/symbol/flxs
"Momenta Pharmaceuticals, Inc.",2.2426095820591265,https://www.nasdaq.com/symbol/mnta
"Maxim Integrated Products, Inc.",2.2404779686333107,https://www.nasdaq.com/symbol/mxim
CounterPath Corporation,2.238805970149256,https://www.nasdaq.com/symbol/cpah
CyberOptics Corporation,2.234636871508392,https://www.nasdaq.com/symbol/cybe
BlackRock Capital Investment Corporation,2.232854864433807,https://www.nasdaq.com/symbol/bkcc
"FRP Holdings, Inc.",2.2314591992999318,https://www.nasdaq.com/symbol/frph
"Accelerate Diagnostics, Inc.",2.2304832713754617,https://www.nasdaq.com/symbol/axdx
"StealthGas, Inc.",2.230483271375461,https://www.nasdaq.com/symbol/gass
"Red Robin Gourmet Burgers, Inc.",2.226720647773282,https://www.nasdaq.com/symbol/rrgb
"Axon Enterprise, Inc.",2.224994801414001,https://www.nasdaq.com/symbol/aaxn
Zai Lab Limited,2.2245540398740866,https://www.nasdaq.com/symbol/zlab
"TTM Technologies, Inc.",2.223457476375776,https://www.nasdaq.com/symbol/ttmi
"National CineMedia, Inc.",2.2229706972044467,https://www.nasdaq.com/symbol/ncmi
"Aptose Biosciences, Inc.",2.222222222222224,https://www.nasdaq.com/symbol/apto
Summit State Bank,2.2187004754358144,https://www.nasdaq.com/symbol/ssbi
Government Properties Income Trust,2.2176022176022196,https://www.nasdaq.com/symbol/gov
"Mattel, Inc.",2.2172949002217384,https://www.nasdaq.com/symbol/mat
"Strayer Education, Inc.",2.2159142935628617,https://www.nasdaq.com/symbol/stra
Incyte Corporation,2.2156573116691285,https://www.nasdaq.com/symbol/incy
"The Ensign Group, Inc.",2.2144207399405893,https://www.nasdaq.com/symbol/ensg
Dynasil Corporation of America,2.214022140221404,https://www.nasdaq.com/symbol/dysl
Fonar Corporation,2.205882352941182,https://www.nasdaq.com/symbol/fonr
Central Garden & Pet Company,2.205882352941173,https://www.nasdaq.com/symbol/cent
CSX Corporation,2.2043857290986635,https://www.nasdaq.com/symbol/csx
"LGI Homes, Inc.",2.2010033986081883,https://www.nasdaq.com/symbol/lgih
"Cardiovascular Systems, Inc.",2.199266911029657,https://www.nasdaq.com/symbol/csii
Pan American Silver Corp.,2.1978021978022007,https://www.nasdaq.com/symbol/paas
Credit Suisse AG,2.195121951219523,https://www.nasdaq.com/symbol/dslv
"Veritex Holdings, Inc.",2.1949851798445956,https://www.nasdaq.com/symbol/vbtx
"Steven Madden, Ltd.",2.1947233247723505,https://www.nasdaq.com/symbol/shoo
Melco Resorts & Entertainment Limited,2.1943817601743003,https://www.nasdaq.com/symbol/mlco
"Mobile Mini, Inc.",2.1929824561403506,https://www.nasdaq.com/symbol/mini
"Provident Financial Holdings, Inc.",2.1928673647988814,https://www.nasdaq.com/symbol/prov
"Cal-Maine Foods, Inc.",2.1919272921678665,https://www.nasdaq.com/symbol/calm
"Eyenovia, Inc.",2.191076565273276,https://www.nasdaq.com/symbol/eyen
"NetEase, Inc.",2.189610994642436,https://www.nasdaq.com/symbol/ntes
PennantPark Investment Corporation,2.188782489740072,https://www.nasdaq.com/symbol/pnnt
"Global Water Resources, Inc.",2.1881838074398363,https://www.nasdaq.com/symbol/gwrs
Kopin Corporation,2.1880625952084123,https://www.nasdaq.com/symbol/kopn
"Endurance International Group Holdings, Inc.",2.185792349726768,https://www.nasdaq.com/symbol/eigi
"GenMark Diagnostics, Inc.",2.1798365122615824,https://www.nasdaq.com/symbol/gnmk
Horizon Pharma plc,2.177858439201448,https://www.nasdaq.com/symbol/hznp
Medallion Financial Corp.,2.1760633036597494,https://www.nasdaq.com/symbol/mfin
icad inc.,2.1759108291584015,https://www.nasdaq.com/symbol/icad
"InnerWorkings, Inc.",2.1726700971983934,https://www.nasdaq.com/symbol/inwk
"PGT Innovations, Inc.",2.1712907117008404,https://www.nasdaq.com/symbol/pgti
"RealPage, Inc.",2.1689009768471217,https://www.nasdaq.com/symbol/rp
IPG Photonics Corporation,2.1666118535792958,https://www.nasdaq.com/symbol/ipgp
SP Plus Corporation,2.165087956698252,https://www.nasdaq.com/symbol/sp
Enterprise Financial Services Corporation,2.162162162162167,https://www.nasdaq.com/symbol/efsc
iShares Nasdaq Biotechnology Index Fund,2.160224295628988,https://www.nasdaq.com/symbol/ibb
ePlus inc.,2.1598272138228944,https://www.nasdaq.com/symbol/plus
ON Semiconductor Corporation,2.1588280647648372,https://www.nasdaq.com/symbol/on
Fluidigm Corporation,2.1582733812949657,https://www.nasdaq.com/symbol/fldm
Mercantile Bank Corporation,2.1572247070864083,https://www.nasdaq.com/symbol/mbwm
First Financial Bancorp.,2.157164869029262,https://www.nasdaq.com/symbol/ffbc
"Blue Hills Bancorp, Inc.",2.1556886227545045,https://www.nasdaq.com/symbol/bhbk
ProShares UltraPro QQQ,2.1545776155009877,https://www.nasdaq.com/symbol/tqqq
"Computer Programs and Systems, Inc.",2.1538461538461626,https://www.nasdaq.com/symbol/cpsi
Pegasystems Inc.,2.1522518931845385,https://www.nasdaq.com/symbol/pega
"ARC Group Worldwide, Inc.",2.1505376344086136,https://www.nasdaq.com/symbol/arcw
"Sinclair Broadcast Group, Inc.",2.150537634408595,https://www.nasdaq.com/symbol/sbgi
Simmons First National Corporation,2.150537634408589,https://www.nasdaq.com/symbol/sfnc
"Proofpoint, Inc.",2.143213158331948,https://www.nasdaq.com/symbol/pfpt
Prana Biotechnology Ltd,2.1410820110877444,https://www.nasdaq.com/symbol/pran
Mazor Robotics Ltd.,2.1376656690893543,https://www.nasdaq.com/symbol/mzor
The Simply Good Foods Company,2.1374045801526664,https://www.nasdaq.com/symbol/smpl
ProShares UltraPro Short QQQ,2.1362778231807242,https://www.nasdaq.com/symbol/sqqq
"FormFactor, Inc.",2.135231316725971,https://www.nasdaq.com/symbol/form
"Financial Institutions, Inc.",2.134146341463402,https://www.nasdaq.com/symbol/fisi
Bio-Techne Corp,2.128917800118279,https://www.nasdaq.com/symbol/tech
Univest Corporation of Pennsylvania,2.1276595744680904,https://www.nasdaq.com/symbol/uvsp
Intec Pharma Ltd.,2.1276595744680775,https://www.nasdaq.com/symbol/ntec
"The Ultimate Software Group, Inc.",2.1230231100885515,https://www.nasdaq.com/symbol/ulti
"Truett-Hurst, Inc.",2.1201413427561855,https://www.nasdaq.com/symbol/thst
XBiotech Inc.,2.1201413427561806,https://www.nasdaq.com/symbol/xbit
Nordson Corporation,2.1192570869990175,https://www.nasdaq.com/symbol/ndsn
iRadimed Corporation,2.118632761427019,https://www.nasdaq.com/symbol/irmd
Primo Water Corporation,2.1180565798401236,https://www.nasdaq.com/symbol/prmw
"InterDigital, Inc.",2.1091811414392097,https://www.nasdaq.com/symbol/idcc
"WisdomTree Investments, Inc.",2.1071919377004003,https://www.nasdaq.com/symbol/wetf
"BioTelemetry, Inc.",2.1070861596189956,https://www.nasdaq.com/symbol/beat
"Integrated Device Technology, Inc.",2.106495026331184,https://www.nasdaq.com/symbol/idti
"Beneficial Bancorp, Inc.",2.1052631578947456,https://www.nasdaq.com/symbol/bncl
MakeMyTrip Limited,2.1052631578947367,https://www.nasdaq.com/symbol/mmyt
"Republic Bancorp, Inc.",2.1029330381848275,https://www.nasdaq.com/symbol/rbcaa
"GSI Technology, Inc.",2.102496714848885,https://www.nasdaq.com/symbol/gsit
"VeriSign, Inc.",2.1024278927088416,https://www.nasdaq.com/symbol/vrsn
Redfin Corporation,2.1023765996343733,https://www.nasdaq.com/symbol/rdfn
"Hallmark Financial Services, Inc.",2.1010505252626217,https://www.nasdaq.com/symbol/hall
"Net 1 UEPS Technologies, Inc.",2.0997482757914945,https://www.nasdaq.com/symbol/ueps
"Polar Power, Inc.",2.0917135961383733,https://www.nasdaq.com/symbol/pola
Xcel Energy Inc.,2.0915326661419082,https://www.nasdaq.com/symbol/xel
"The Bancorp, Inc.",2.0905923344947754,https://www.nasdaq.com/symbol/tbbk
"Itron, Inc.",2.0851433536055533,https://www.nasdaq.com/symbol/itri
"Netflix, Inc.",2.0848700783566017,https://www.nasdaq.com/symbol/nflx
"Southern First Bancshares, Inc.",2.083333333333333,https://www.nasdaq.com/symbol/sfst
"Reis, Inc",2.0809248554913427,https://www.nasdaq.com/symbol/reis
"Green Brick Partners, Inc.",2.0790020790020787,https://www.nasdaq.com/symbol/grbk
"Dollar Tree, Inc.",2.077922077922069,https://www.nasdaq.com/symbol/dltr
Fox Factory Holding Corp.,2.074435631482615,https://www.nasdaq.com/symbol/foxf
"Heidrick & Struggles International, Inc.",2.0698576972833047,https://www.nasdaq.com/symbol/hsii
"Salisbury Bancorp, Inc.",2.066590126291616,https://www.nasdaq.com/symbol/sal
"Qurate Retail Group, Inc.",2.0588235294117556,https://www.nasdaq.com/symbol/qrtea
"Del Taco Restaurants, Inc.",2.0571960318383367,https://www.nasdaq.com/symbol/tacow
"Heartland Financial USA, Inc.",2.052655064703255,https://www.nasdaq.com/symbol/htlf
Xperi Corporation,2.051282051282044,https://www.nasdaq.com/symbol/xper
Multi-Color Corporation,2.0507285483000492,https://www.nasdaq.com/symbol/labl
"First Community Bancshares, Inc.",2.050113895216398,https://www.nasdaq.com/symbol/fcbc
First Community Corporation,2.0491803278688527,https://www.nasdaq.com/symbol/fcco
Kearny Financial,2.047781569965875,https://www.nasdaq.com/symbol/krny
"Bojangles&#39;, Inc.",2.047781569965875,https://www.nasdaq.com/symbol/boja
"US Ecology, Inc.",2.046663937781416,https://www.nasdaq.com/symbol/ecol
"Eagle Bancorp Montana, Inc.",2.046035805626591,https://www.nasdaq.com/symbol/ebmt
Immersion Corporation,2.0421679006000026,https://www.nasdaq.com/symbol/immr
Oaktree Strategic Income Corporation,2.0420420420420413,https://www.nasdaq.com/symbol/ocsi
National Commerce Corporation,2.0419129500268736,https://www.nasdaq.com/symbol/ncom
Heritage Financial Corporation,2.0415879017013148,https://www.nasdaq.com/symbol/hfwa
"Westell Technologies, Inc.",2.0411693478636814,https://www.nasdaq.com/symbol/wstl
Limoneira Co,2.0408163265306123,https://www.nasdaq.com/symbol/lmnr
"ShiftPixy, Inc.",2.0402028178046936,https://www.nasdaq.com/symbol/pixy
"Power Integrations, Inc.",2.0401447844685716,https://www.nasdaq.com/symbol/powi
Janus Henderson Small/Mid Cap Growth Alpha ETF,2.040038621863431,https://www.nasdaq.com/symbol/jsmd
"Monarch Casino & Resort, Inc.",2.039508693432956,https://www.nasdaq.com/symbol/mcri
KLX Inc.,2.0355229424980705,https://www.nasdaq.com/symbol/klxi
Guaranty Bancorp,2.0319303338171135,https://www.nasdaq.com/symbol/gbnk
Senior Housing Properties Trust,2.02931228861332,https://www.nasdaq.com/symbol/snh
"Premier Financial Bancorp, Inc.",2.028922944096693,https://www.nasdaq.com/symbol/pfbi
Aegion Corp,2.027931892098709,https://www.nasdaq.com/symbol/aegn
"Cree, Inc.",2.0278039092714515,https://www.nasdaq.com/symbol/cree
CyrusOne Inc,2.02594633019371,https://www.nasdaq.com/symbol/cone
"Universal Forest Products, Inc.",2.0218143123171,https://www.nasdaq.com/symbol/ufpi
Western Digital Corporation,2.0206794682422546,https://www.nasdaq.com/symbol/wdc
"Top Image Systems, Ltd.",2.0202020202020328,https://www.nasdaq.com/symbol/tisa
"Sprouts Farmers Market, Inc.",2.020202020202026,https://www.nasdaq.com/symbol/sfm
Community Bankers Trust Corporation.,2.0202020202020132,https://www.nasdaq.com/symbol/esxb
